year,sample,serial,cbserial,hhwt,cluster,strata,gq,pernum,perwt,sex,age,ageorig,hcovany,educ,educd,empstat,empstatd,labforce,occ,ind,uhrswork,inctot,incwage,poverty
2023,2023 acs,717213,2023001029546,98,2023007172131,100326,households under 1970 definition,2,116,male,33,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",7420,6680,50,72000,72000,463
2023,2023 acs,1316041,2023000569364,54,2023013160411,50148,households under 1970 definition,2,49,male,47,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4710,4265,45,80000,80000,407
2023,2023 acs,111871,2023000163170,43,2023001118711,373906,households under 1970 definition,2,47,female,24,,with health insurance coverage,4 years of college,bachelor's degree,unemployed,unemployed,"yes, in the labor force",735,7780,40,60000,60000,450
2023,2023 acs,783565,2023000537879,78,2023007835651,290029,households under 1970 definition,3,60,female,22,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",5900,9380,40,32000,32000,206
2023,2023 acs,842405,2023000171165,90,2023008424051,120234,households under 1970 definition,1,91,male,90 (90+ in 1980 and 1990),,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,72900,0,501
2023,2023 acs,466876,2023000269608,46,2023004668761,315217,households under 1970 definition,2,49,male,29,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",5320,6770,n/a,0,0,320
2023,2023 acs,64489,2023000062415,316,2023000644891,120005,households under 1970 definition,2,401,male,33,,no health insurance coverage,grade 12,regular high school diploma,unemployed,unemployed,"yes, in the labor force",8810,6290,48,135000,135000,501
2023,2023 acs,1166949,2023000831599,19,2023011669491,40042,households under 1970 definition,1,19,female,89,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",5740,7480,10,28500,7500,199
2023,2023 acs,58788,2023001296854,256,2023000587881,10404,households under 1970 definition,3,204,male,12,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,n/a,n/a,n/a,0,0,n/a,9999999,n/a,317
2023,2023 acs,102155,2023000060288,53,2023001021551,190606,households under 1970 definition,1,53,male,63,,with health insurance coverage,grade 12,ged or alternative credential,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,680,0,4
2023,2023 acs,1454401,2023000358328,18,2023014544011,2570153,households under 1970 definition,3,8,female,37,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,704878,2023000604551,98,2023007048781,290326,households under 1970 definition,4,98,male,7,,with health insurance coverage,nursery school to grade 4,grade 1,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,397025,2023000076291,57,2023003970251,150213,households under 1970 definition,1,56,female,85,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,22300,0,156
2023,2023 acs,1371717,2023001276898,3,2023013717171,370048,households under 1970 definition,2,9,male,61,,with health insurance coverage,nursery school to grade 4,grade 2,employed,"has job, not working","yes, in the labor force",4251,7770,40,4300,4300,101
2023,2023 acs,815422,2023000009236,46,2023008154221,40132,households under 1970 definition,1,46,female,59,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",51,8660,40,180000,180000,501
2023,2023 acs,963563,2023001210814,85,2023009635631,431436,households under 1970 definition,4,86,female,12,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 5,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,8283,2023000310940,47,2023000082831,160001,households under 1970 definition,2,48,female,33,,no health insurance coverage,grade 12,ged or alternative credential,employed,at work,"yes, in the labor force",410,7072,40,29000,29000,267
2023,2023 acs,411927,2023000578434,74,2023004119271,180013,households under 1970 definition,2,112,female,21,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",9620,4771,36,32000,32000,492
2023,2023 acs,219250,2023001279943,50,2023002192501,370406,households under 1970 definition,3,79,male,17,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,336
2023,2023 acs,689624,2023000081235,104,2023006896241,170326,households under 1970 definition,2,107,female,35,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4720,5090,40,16000,16000,224
2023,2023 acs,549713,2023000669350,322,2023005497131,150319,households under 1970 definition,2,229,female,18,,with health insurance coverage,n/a or no schooling,no schooling completed,employed,at work,"yes, in the labor force",4720,8680,20,350,350,55
2023,2023 acs,1382075,2023001410166,29,2023013820751,670148,households under 1970 definition,2,31,female,48,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",4600,8470,40,40000,40000,501
2023,2023 acs,104570,2023000085633,171,2023001045701,730706,households under 1970 definition,1,171,female,71,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",5740,7860,n/a,27100,0,501
2023,2023 acs,27668,2023001107460,114,2023000276681,10102,households under 1970 definition,4,112,male,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 7,n/a,n/a,n/a,0,0,n/a,9999999,n/a,399
2023,2023 acs,80582,2023010033732,40,2023000805821,10106,group quarters--institutions,1,40,female,94,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,15800,0,0
2023,2023 acs,875611,2023000117442,80,2023008756111,90035,households under 1970 definition,2,59,male,50,,with health insurance coverage,grade 12,"12th grade, no diploma",employed,at work,"yes, in the labor force",4760,5571,40,25000,25000,275
2023,2023 acs,1347648,2023000969342,96,2023013476481,250348,households under 1970 definition,1,97,male,46,,no health insurance coverage,"grade 5, 6, 7, or 8",grade 6,employed,at work,"yes, in the labor force",440,770,40,40000,0,198
2023,2023 acs,357194,2023000928906,278,2023003571941,710612,households under 1970 definition,1,278,female,61,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",3515,6695,40,36000,36000,240
2023,2023 acs,1033780,2023010001372,21,2023010337801,250039,group quarters--institutions,1,21,female,43,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",9610,8780,37,10000,0,0
2023,2023 acs,1406691,2023010154491,32,2023014066911,1790051,other group quarters,1,32,female,24,,with health insurance coverage,4 years of college,bachelor's degree,employed,armed forces--at work,"yes, in the labor force",9825,9770,60,30700,30700,0
2023,2023 acs,1421249,2023000584098,48,2023014212491,1850051,households under 1970 definition,1,48,female,50,,no health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,6000,0,221
2023,2023 acs,1078891,2023001140242,165,2023010788911,390239,households under 1970 definition,1,165,male,55,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",2910,6570,40,72000,0,482
2023,2023 acs,332486,2023000523123,47,2023003324861,990512,households under 1970 definition,2,33,female,78,,with health insurance coverage,grade 12,"12th grade, no diploma",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,14900,0,188
2023,2023 acs,463419,2023000171964,53,2023004634191,930017,households under 1970 definition,1,53,male,54,,no health insurance coverage,n/a or no schooling,no schooling completed,employed,at work,"yes, in the labor force",4220,2780,40,38000,27000,273
2023,2023 acs,434645,2023001356475,40,2023004346451,130213,households under 1970 definition,2,31,female,50,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",1240,7590,40,200000,200000,501
2023,2023 acs,1470483,2023001087849,47,2023014704831,2670253,households under 1970 definition,3,46,male,24,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",5820,7590,40,22000,22000,501
2023,2023 acs,1030490,2023000104626,50,2023010304901,40038,households under 1970 definition,2,60,male,43,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",230,7870,40,60000,60000,501
2023,2023 acs,1200809,2023000144715,69,2023012008091,30245,households under 1970 definition,1,68,female,37,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,79
2023,2023 acs,1276616,2023000063149,36,2023012766161,220048,households under 1970 definition,3,29,female,16,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",4435,8562,15,3000,3000,296
2023,2023 acs,1163988,2023000754227,17,2023011639881,30042,households under 1970 definition,3,15,female,16,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,463
2023,2023 acs,206547,2023001147747,60,2023002065471,371406,households under 1970 definition,1,60,male,56,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",800,7280,40,50840,50000,254
2023,2023 acs,1426984,2023000820740,62,2023014269841,1610151,households under 1970 definition,1,62,male,71,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,6500,0,74
2023,2023 acs,1493466,2023000159679,34,2023014934661,230055,households under 1970 definition,2,28,male,37,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",8225,3690,40,6500,6500,231
2023,2023 acs,857754,2023000799215,35,2023008577541,10134,households under 1970 definition,3,29,female,19,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",4120,8680,12,500,500,487
2023,2023 acs,217426,2023001260926,56,2023002174261,190706,households under 1970 definition,2,51,male,33,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",3802,9470,48,92000,92000,383
2023,2023 acs,40343,2023000396745,333,2023000403431,12004,households under 1970 definition,3,294,female,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 7,n/a,n/a,n/a,0,0,n/a,9999999,n/a,401
2023,2023 acs,153161,2023000590015,66,2023001531611,1010006,households under 1970 definition,2,167,male,58,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4350,290,24,20000,0,129
2023,2023 acs,1311543,2023000511596,72,2023013115431,740248,households under 1970 definition,2,66,female,19,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,1
